# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = timeVaryingSEIR_model
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 6
# output
#   file = outputs/output_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_start,beta_fract,k,beta_end
# Adaptation terminated
# Step size = 0.0287196
# Diagonal elements of inverse mass matrix:
# 9.97897e-06, 1.95534e-05, 0.000642516
6.10876e+06,0.995649,0.0287196,6,63,0,-6.10876e+06,0.115466,0.707356,0.149469,0.0816757
6.10876e+06,0.900209,0.0287196,5,43,0,-6.10876e+06,0.115442,0.707497,0.150514,0.0816749
6.10876e+06,0.727576,0.0287196,4,23,0,-6.10876e+06,0.115416,0.707818,0.150069,0.0816934
6.10876e+06,0.888505,0.0287196,6,75,0,-6.10876e+06,0.115487,0.706412,0.146509,0.0815813
6.10876e+06,0.985607,0.0287196,4,23,0,-6.10876e+06,0.115469,0.706855,0.146159,0.0816195
6.10876e+06,0.999922,0.0287196,5,35,0,-6.10876e+06,0.115486,0.706434,0.146585,0.0815832
6.10876e+06,0.999979,0.0287196,6,63,0,-6.10876e+06,0.115483,0.707245,0.147008,0.0816748
6.10876e+06,1,0.0287196,6,67,0,-6.10876e+06,0.115472,0.70703,0.146166,0.0816424
6.10876e+06,0.779271,0.0287196,2,3,0,-6.10876e+06,0.115456,0.707005,0.146262,0.0816283
6.10876e+06,1,0.0287196,2,7,0,-6.10876e+06,0.1155,0.707003,0.146263,0.0816587
6.10876e+06,0.995344,0.0287196,4,31,0,-6.10876e+06,0.115465,0.706802,0.147019,0.0816111
6.10876e+06,0.824112,0.0287196,2,3,0,-6.10876e+06,0.115495,0.7068,0.146959,0.0816316
6.10876e+06,0.78424,0.0287196,3,15,0,-6.10876e+06,0.115481,0.70687,0.146983,0.0816301
6.10876e+06,0.975109,0.0287196,6,63,0,-6.10876e+06,0.115486,0.70692,0.145386,0.0816395
6.10876e+06,0.973419,0.0287196,5,51,0,-6.10876e+06,0.115491,0.706561,0.14477,0.0816012
6.10876e+06,0.683722,0.0287196,3,15,0,-6.10876e+06,0.115534,0.706437,0.145088,0.0816177
6.10876e+06,1,0.0287196,2,3,0,-6.10876e+06,0.115509,0.706399,0.144955,0.0815954
6.10876e+06,0.881892,0.0287196,2,3,0,-6.10876e+06,0.115518,0.706416,0.144934,0.0816037
6.10876e+06,0.987827,0.0287196,6,63,0,-6.10876e+06,0.115487,0.706516,0.14648,0.0815937
6.10876e+06,0.97367,0.0287196,5,39,0,-6.10876e+06,0.115499,0.706608,0.143867,0.0816122
6.10876e+06,0.959133,0.0287196,6,63,0,-6.10876e+06,0.115513,0.706381,0.144528,0.081596
6.10876e+06,0.856449,0.0287196,5,39,0,-6.10876e+06,0.115484,0.706419,0.144372,0.0815804
6.10876e+06,0.982563,0.0287196,5,51,0,-6.10876e+06,0.115508,0.706209,0.148334,0.0815729
6.10876e+06,0.997005,0.0287196,5,63,0,-6.10876e+06,0.115481,0.706912,0.148559,0.081635
6.10876e+06,0.719347,0.0287196,6,111,0,-6.10876e+06,0.115402,0.708358,0.154666,0.081746
6.10876e+06,0.992469,0.0287196,6,63,0,-6.10876e+06,0.115431,0.708075,0.151429,0.0817339
6.10876e+06,0.806963,0.0287196,5,35,0,-6.10876e+06,0.115459,0.707581,0.151497,0.0816969
6.10876e+06,0.908295,0.0287196,3,15,0,-6.10876e+06,0.115429,0.70765,0.151231,0.0816836
6.10876e+06,0.996636,0.0287196,4,19,0,-6.10876e+06,0.115466,0.707506,0.15167,0.081693
6.10876e+06,0.960909,0.0287196,4,31,0,-6.10876e+06,0.115453,0.707643,0.151943,0.0816993
6.10876e+06,0.996569,0.0287196,6,103,0,-6.10876e+06,0.115466,0.707349,0.148578,0.081675
6.10876e+06,0.969777,0.0287196,4,23,0,-6.10876e+06,0.115465,0.706985,0.149544,0.0816317
6.10876e+06,0.981272,0.0287196,4,19,0,-6.10876e+06,0.115473,0.707101,0.149187,0.0816511
6.10876e+06,0.991359,0.0287196,6,63,0,-6.10876e+06,0.115459,0.707381,0.149016,0.0816736
6.10876e+06,0.880599,0.0287196,5,63,0,-6.10876e+06,0.115465,0.706926,0.146264,0.0816254
6.10876e+06,0.999931,0.0287196,5,31,0,-6.10876e+06,0.115486,0.706605,0.148607,0.0816027
6.10876e+06,0.831694,0.0287196,4,23,0,-6.10876e+06,0.115496,0.70682,0.147512,0.0816348
6.10876e+06,0.999372,0.0287196,4,29,0,-6.10876e+06,0.115483,0.707083,0.147072,0.0816559
6.10876e+06,0.954365,0.0287196,6,75,0,-6.10876e+06,0.115486,0.706895,0.14583,0.0816363
6.10876e+06,0.943552,0.0287196,5,59,0,-6.10876e+06,0.115456,0.707311,0.147287,0.0816634
6.10876e+06,0.999984,0.0287196,6,127,0,-6.10876e+06,0.115463,0.707095,0.149948,0.081643
6.10876e+06,0.909262,0.0287196,6,63,0,-6.10876e+06,0.115488,0.707192,0.143025,0.0816719
6.10876e+06,0.903001,0.0287196,4,23,0,-6.10876e+06,0.115508,0.706692,0.143508,0.0816283
6.10876e+06,0.97718,0.0287196,6,63,0,-6.10876e+06,0.115504,0.706353,0.145747,0.0815863
6.10876e+06,0.871781,0.0287196,4,31,0,-6.10876e+06,0.115507,0.706513,0.144409,0.0816071
6.10876e+06,0.82537,0.0287196,3,15,0,-6.10876e+06,0.115521,0.706539,0.14435,0.0816202
6.10876e+06,1,0.0287196,6,71,0,-6.10876e+06,0.115417,0.708043,0.153028,0.08172
6.10876e+06,0.979019,0.0287196,4,19,0,-6.10876e+06,0.11541,0.708117,0.153361,0.0817237
6.10876e+06,0.833384,0.0287196,4,23,0,-6.10876e+06,0.115445,0.708147,0.152356,0.0817518
6.10876e+06,0.999921,0.0287196,6,107,0,-6.10876e+06,0.115474,0.707504,0.14824,0.0816983
6.10876e+06,0.991303,0.0287196,6,123,0,-6.10876e+06,0.115496,0.706136,0.144631,0.0815561
6.10876e+06,0.999288,0.0287196,3,15,0,-6.10876e+06,0.115541,0.706002,0.144646,0.081572
6.10876e+06,0.967926,0.0287196,4,23,0,-6.10876e+06,0.115501,0.706179,0.144521,0.0815644
6.10876e+06,0.998862,0.0287196,5,63,0,-6.10876e+06,0.115466,0.707344,0.145064,0.0816742
6.10876e+06,0.993261,0.0287196,5,31,0,-6.10876e+06,0.115485,0.706781,0.145357,0.0816223
6.10876e+06,0.961241,0.0287196,5,47,0,-6.10876e+06,0.115484,0.706707,0.144832,0.0816134
6.10876e+06,0.93284,0.0287196,6,123,0,-6.10876e+06,0.11545,0.70725,0.148849,0.0816522
6.10876e+06,1,0.0287196,2,3,0,-6.10876e+06,0.115472,0.707268,0.148901,0.0816696
6.10876e+06,0.978765,0.0287196,5,51,0,-6.10876e+06,0.11543,0.70792,0.152841,0.0817155
6.10876e+06,0.979852,0.0287196,6,121,0,-6.10876e+06,0.115454,0.707661,0.149616,0.081702
6.10876e+06,0.998339,0.0287196,6,127,0,-6.10876e+06,0.115502,0.706549,0.145737,0.0816076
6.10876e+06,0.891032,0.0287196,6,87,0,-6.10876e+06,0.115445,0.70735,0.14745,0.0816601
6.10876e+06,0.896252,0.0287196,2,3,0,-6.10876e+06,0.115482,0.70738,0.147558,0.0816895
6.10876e+06,0.973548,0.0287196,6,63,0,-6.10876e+06,0.115455,0.707238,0.152225,0.0816538
6.10876e+06,0.753669,0.0287196,2,3,0,-6.10876e+06,0.115438,0.707255,0.152148,0.0816443
6.10876e+06,1,0.0287196,2,3,0,-6.10876e+06,0.115468,0.707247,0.152121,0.0816643
6.10876e+06,0.727342,0.0287196,2,7,0,-6.10876e+06,0.115468,0.707247,0.152121,0.0816643
6.10876e+06,0.848832,0.0287196,3,7,0,-6.10876e+06,0.115473,0.70732,0.151915,0.0816767
6.10876e+06,0.999952,0.0287196,6,63,0,-6.10876e+06,0.11547,0.707359,0.153354,0.081679
6.10876e+06,0.794205,0.0287196,2,7,0,-6.10876e+06,0.115427,0.70736,0.153214,0.0816487
6.10876e+06,0.995964,0.0287196,5,35,0,-6.10876e+06,0.11546,0.707945,0.15055,0.0817394
6.10876e+06,0.999961,0.0287196,6,123,0,-6.10876e+06,0.115458,0.70807,0.147192,0.0817526
6.10876e+06,0.988664,0.0287196,6,107,0,-6.10876e+06,0.115476,0.707068,0.14645,0.0816496
6.10876e+06,0.948664,0.0287196,6,103,0,-6.10876e+06,0.11546,0.707193,0.150837,0.0816524
6.10876e+06,0.999947,0.0287196,5,63,0,-6.10876e+06,0.11548,0.706797,0.147971,0.0816208
6.10876e+06,0.93717,0.0287196,2,3,0,-6.10876e+06,0.115499,0.706799,0.148009,0.0816345
6.10876e+06,0.989742,0.0287196,5,39,0,-6.10876e+06,0.115464,0.707385,0.147432,0.0816772
6.10876e+06,0.949368,0.0287196,4,31,0,-6.10876e+06,0.115451,0.707785,0.145999,0.0817142
6.10876e+06,0.985636,0.0287196,6,79,0,-6.10876e+06,0.115472,0.707234,0.151127,0.0816654
6.10876e+06,0.924818,0.0287196,5,47,0,-6.10876e+06,0.115443,0.707693,0.151064,0.0816982
6.10876e+06,0.998772,0.0287196,4,31,0,-6.10876e+06,0.115428,0.708085,0.150964,0.0817326
6.10876e+06,0.917186,0.0287196,2,7,0,-6.10876e+06,0.115432,0.708047,0.151026,0.081731
6.10876e+06,0.985711,0.0287196,5,31,0,-6.10876e+06,0.115424,0.708276,0.150308,0.0817521
6.10876e+06,0.955742,0.0287196,5,35,0,-6.10876e+06,0.115453,0.707426,0.150375,0.0816746
6.10876e+06,0.95954,0.0287196,5,63,0,-6.10876e+06,0.115478,0.70718,0.148525,0.081664
6.10876e+06,0.940406,0.0287196,1,3,0,-6.10876e+06,0.115463,0.707171,0.14851,0.0816524
6.10876e+06,0.935766,0.0287196,6,75,0,-6.10876e+06,0.11548,0.706816,0.147511,0.0816234
6.10876e+06,0.845839,0.0287196,5,39,0,-6.10876e+06,0.115474,0.707285,0.148076,0.0816731
6.10876e+06,0.942373,0.0287196,5,63,0,-6.10876e+06,0.115472,0.706985,0.147354,0.0816366
6.10876e+06,0.979964,0.0287196,6,111,0,-6.10876e+06,0.115491,0.706479,0.145421,0.0815922
6.10876e+06,0.957387,0.0287196,3,15,0,-6.10876e+06,0.115515,0.706507,0.145509,0.0816124
6.10876e+06,0.84173,0.0287196,6,95,0,-6.10876e+06,0.115435,0.707823,0.147457,0.0817077
6.10876e+06,0.999575,0.0287196,4,15,0,-6.10876e+06,0.115442,0.707761,0.147458,0.0817051
6.10876e+06,0.994419,0.0287196,6,95,0,-6.10876e+06,0.115509,0.706302,0.146243,0.0815845
6.10876e+06,0.795415,0.0287196,2,7,0,-6.10876e+06,0.115489,0.706236,0.146269,0.0815628
6.10876e+06,0.951366,0.0287196,3,11,0,-6.10876e+06,0.115501,0.706283,0.146328,0.0815762
6.10876e+06,0.80309,0.0287196,3,11,0,-6.10876e+06,0.115514,0.706213,0.146513,0.0815772
6.10876e+06,0.804652,0.0287196,2,3,0,-6.10876e+06,0.115532,0.706234,0.146445,0.0815923
6.10876e+06,0.911696,0.0287196,4,27,0,-6.10875e+06,0.115464,0.706984,0.145052,0.0816313
6.10876e+06,0.970431,0.0287196,4,31,0,-6.10876e+06,0.115475,0.706628,0.145312,0.0815981
6.10876e+06,1,0.0287196,2,7,0,-6.10876e+06,0.115512,0.706701,0.145312,0.0816323
6.10876e+06,0.840563,0.0287196,2,7,0,-6.10876e+06,0.115486,0.706704,0.145239,0.0816142
6.10876e+06,0.869759,0.0287196,4,23,0,-6.10876e+06,0.115515,0.706613,0.145947,0.0816247
6.10876e+06,0.998996,0.0287196,6,107,0,-6.10876e+06,0.115442,0.707609,0.150209,0.0816876
6.10876e+06,0.983296,0.0287196,1,3,0,-6.10876e+06,0.11545,0.707615,0.150205,0.0816942
6.10876e+06,0.798324,0.0287196,2,3,0,-6.10876e+06,0.115468,0.707633,0.150197,0.0817086
6.10876e+06,0.992105,0.0287196,4,31,0,-6.10876e+06,0.115456,0.707681,0.149456,0.0817059
6.10876e+06,0.949302,0.0287196,4,23,0,-6.10876e+06,0.115468,0.707521,0.149437,0.0816958
6.10876e+06,0.92281,0.0287196,4,23,0,-6.10876e+06,0.115419,0.707766,0.14962,0.0816899
6.10876e+06,0.990674,0.0287196,6,91,0,-6.10876e+06,0.115491,0.706537,0.145725,0.0815988
6.10876e+06,0.992243,0.0287196,6,111,0,-6.10876e+06,0.115485,0.706941,0.147164,0.0816411
6.10876e+06,0.949592,0.0287196,6,63,0,-6.10876e+06,0.115467,0.707019,0.145275,0.0816377
6.10876e+06,0.925915,0.0287196,5,39,0,-6.10876e+06,0.115496,0.706567,0.145158,0.081606
6.10876e+06,0.823784,0.0287196,5,43,0,-6.10876e+06,0.11549,0.706191,0.146477,0.0815583
6.10876e+06,0.999644,0.0287196,6,107,0,-6.10876e+06,0.115411,0.708178,0.149928,0.0817316
6.10876e+06,0.994441,0.0287196,6,63,0,-6.10876e+06,0.115471,0.707373,0.148328,0.0816812
6.10876e+06,0.992029,0.0287196,6,79,0,-6.10876e+06,0.115474,0.706829,0.14621,0.0816204
6.10876e+06,0.999333,0.0287196,6,67,0,-6.10876e+06,0.11547,0.707254,0.148541,0.0816669
6.10876e+06,0.999439,0.0287196,5,31,0,-6.10876e+06,0.115437,0.707963,0.148118,0.0817255
6.10876e+06,0.878875,0.0287196,5,63,0,-6.10876e+06,0.115469,0.707229,0.146638,0.0816631
6.10876e+06,0.993646,0.0287196,6,127,0,-6.10876e+06,0.115501,0.706574,0.144977,0.08161
6.10876e+06,0.999965,0.0287196,5,63,0,-6.10876e+06,0.1155,0.706443,0.146226,0.0815942
6.10876e+06,0.998878,0.0287196,6,127,0,-6.10876e+06,0.115443,0.707702,0.148503,0.0816995
6.10876e+06,0.997238,0.0287196,6,95,0,-6.10876e+06,0.115484,0.706777,0.146222,0.0816213
6.10876e+06,0.894857,0.0287196,6,127,0,-6.10876e+06,0.11548,0.70672,0.14474,0.0816123
6.10876e+06,0.997283,0.0287196,5,35,0,-6.10876e+06,0.115495,0.70643,0.145985,0.0815893
6.10876e+06,0.809197,0.0287196,4,23,0,-6.10876e+06,0.115519,0.706405,0.146054,0.0816029
6.10876e+06,0.972585,0.0287196,6,79,0,-6.10876e+06,0.115499,0.706351,0.148643,0.0815826
6.10876e+06,0.964657,0.0287196,5,63,0,-6.10876e+06,0.115505,0.706403,0.149503,0.0815933
6.10876e+06,0.9997,0.0287196,5,31,0,-6.10876e+06,0.115495,0.706395,0.149745,0.0815848
6.10876e+06,0.958908,0.0287196,5,31,0,-6.10876e+06,0.115504,0.706552,0.14994,0.0816093
6.10876e+06,0.911116,0.0287196,6,71,0,-6.10876e+06,0.11547,0.706876,0.150583,0.081623
6.10876e+06,0.951939,0.0287196,3,15,0,-6.10876e+06,0.115482,0.706932,0.150249,0.0816381
6.10876e+06,0.997822,0.0287196,6,127,0,-6.10876e+06,0.115466,0.707115,0.150389,0.0816479
6.10876e+06,0.999956,0.0287196,5,63,0,-6.10876e+06,0.115453,0.707543,0.150542,0.081688
6.10876e+06,0.951523,0.0287196,5,35,0,-6.10876e+06,0.115452,0.70722,0.15128,0.0816502
6.10876e+06,0.928173,0.0287196,4,19,0,-6.10876e+06,0.115455,0.707025,0.151655,0.0816292
6.10876e+06,0.959691,0.0287196,3,15,0,-6.10876e+06,0.115451,0.707176,0.151056,0.081644
6.10876e+06,0.829835,0.0287196,6,71,0,-6.10876e+06,0.11549,0.70722,0.146717,0.0816772
6.10876e+06,0.997285,0.0287196,6,127,0,-6.10876e+06,0.115515,0.706351,0.142538,0.0815943
6.10876e+06,0.96965,0.0287196,5,59,0,-6.10876e+06,0.1155,0.706736,0.145341,0.0816283
6.10876e+06,0.922404,0.0287196,4,23,0,-6.10876e+06,0.115484,0.706714,0.145373,0.0816144
6.10876e+06,0.972442,0.0287196,6,79,0,-6.10876e+06,0.115456,0.707344,0.148158,0.081667
6.10876e+06,0.931367,0.0287196,4,19,0,-6.10876e+06,0.115436,0.707639,0.146959,0.081687
6.10876e+06,0.999779,0.0287196,5,63,0,-6.10876e+06,0.115457,0.707769,0.1473,0.0817167
6.10876e+06,0.99899,0.0287196,6,71,0,-6.10876e+06,0.11546,0.707581,0.151046,0.0816976
6.10876e+06,0.961688,0.0287196,5,51,0,-6.10876e+06,0.115446,0.707386,0.150555,0.0816652
6.10876e+06,0.999675,0.0287196,4,31,0,-6.10876e+06,0.11544,0.707546,0.150134,0.0816793
6.10876e+06,0.997312,0.0287196,5,55,0,-6.10876e+06,0.115474,0.707311,0.148531,0.0816758
6.10876e+06,0.917068,0.0287196,6,107,0,-6.10876e+06,0.115486,0.706365,0.145662,0.0815754
6.10876e+06,0.926972,0.0287196,5,35,0,-6.10876e+06,0.115497,0.706888,0.145885,0.0816437
6.10876e+06,0.965763,0.0287196,6,119,0,-6.10876e+06,0.115447,0.707494,0.151099,0.0816783
6.10876e+06,0.980392,0.0287196,6,63,0,-6.10876e+06,0.115434,0.707729,0.150481,0.0816959
6.10876e+06,0.931246,0.0287196,5,63,0,-6.10876e+06,0.115419,0.708084,0.149386,0.0817266
6.10876e+06,1,0.0287196,6,63,0,-6.10876e+06,0.115443,0.707827,0.148859,0.0817135
6.10876e+06,0.999688,0.0287196,6,95,0,-6.10876e+06,0.115482,0.706839,0.147117,0.0816272
6.10876e+06,0.940753,0.0287196,6,71,0,-6.10876e+06,0.115518,0.706223,0.143237,0.0815813
6.10876e+06,0.805992,0.0287196,5,47,0,-6.10876e+06,0.115492,0.70622,0.146425,0.0815631
6.10876e+06,0.983812,0.0287196,4,19,0,-6.10876e+06,0.115527,0.706342,0.146104,0.0816017
6.10876e+06,0.993445,0.0287196,2,7,0,-6.10876e+06,0.115488,0.706264,0.146054,0.0815652
6.10876e+06,0.999934,0.0287196,6,67,0,-6.10876e+06,0.115504,0.706443,0.143014,0.0815968
6.10876e+06,0.999284,0.0287196,6,127,0,-6.10876e+06,0.115476,0.707007,0.146179,0.0816423
6.10876e+06,0.999762,0.0287196,5,43,0,-6.10876e+06,0.115482,0.706857,0.146098,0.0816296
6.10876e+06,0.967642,0.0287196,6,63,0,-6.10876e+06,0.115554,0.705539,0.140114,0.0815277
6.10876e+06,0.953172,0.0287196,4,19,0,-6.10876e+06,0.115539,0.705528,0.139646,0.0815158
