# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = timeVaryingSEIR_model
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 18
# output
#   file = outputs/output_18.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_start,beta_fract,k,beta_end
# Adaptation terminated
# Step size = 0.0285594
# Diagonal elements of inverse mass matrix:
# 9.96922e-06, 1.84676e-05, 0.000598199
6.10876e+06,1,0.0285594,3,11,0,-6.10876e+06,0.115502,0.706533,0.146385,0.0816058
6.10876e+06,0.859714,0.0285594,2,3,0,-6.10876e+06,0.115498,0.706564,0.146381,0.081607
6.10876e+06,0.999782,0.0285594,6,63,0,-6.10876e+06,0.115459,0.707473,0.147438,0.081684
6.10876e+06,0.999807,0.0285594,6,63,0,-6.10876e+06,0.115482,0.706864,0.147047,0.0816299
6.10876e+06,0.950187,0.0285594,6,103,0,-6.10876e+06,0.115466,0.707456,0.149473,0.0816868
6.10876e+06,0.962669,0.0285594,6,63,0,-6.10876e+06,0.115463,0.70753,0.152138,0.0816932
6.10876e+06,0.867693,0.0285594,6,83,0,-6.10876e+06,0.1155,0.706969,0.145742,0.0816551
6.10876e+06,0.942194,0.0285594,5,39,0,-6.10876e+06,0.115469,0.706867,0.146301,0.0816213
6.10876e+06,0.929592,0.0285594,3,15,0,-6.10876e+06,0.115503,0.706945,0.146089,0.0816539
6.10876e+06,0.996045,0.0285594,2,7,0,-6.10876e+06,0.115462,0.706925,0.146284,0.0816231
6.10876e+06,0.995732,0.0285594,5,63,0,-6.10876e+06,0.115472,0.707304,0.147074,0.0816737
6.10876e+06,0.976357,0.0285594,5,35,0,-6.10876e+06,0.115469,0.707093,0.148499,0.0816474
6.10876e+06,0.909941,0.0285594,3,7,0,-6.10876e+06,0.115465,0.707095,0.148658,0.0816448
6.10876e+06,0.953236,0.0285594,6,95,0,-6.10876e+06,0.115488,0.706554,0.144268,0.0815989
6.10876e+06,0.999997,0.0285594,6,79,0,-6.10876e+06,0.115463,0.707091,0.1466,0.0816429
6.10876e+06,0.986645,0.0285594,4,19,0,-6.10876e+06,0.115471,0.707222,0.145756,0.0816638
6.10876e+06,0.827541,0.0285594,6,71,0,-6.10876e+06,0.115474,0.706748,0.142548,0.0816109
6.10876e+06,1,0.0285594,3,7,0,-6.10876e+06,0.115493,0.70669,0.142608,0.081618
6.10876e+06,0.94247,0.0285594,6,127,0,-6.10876e+06,0.115443,0.707811,0.155662,0.0817121
6.10876e+06,0.956784,0.0285594,6,127,0,-6.10876e+06,0.115471,0.707409,0.145724,0.0816855
6.10876e+06,0.984283,0.0285594,5,31,0,-6.10876e+06,0.115438,0.707769,0.145649,0.0817034
6.10876e+06,0.963655,0.0285594,5,31,0,-6.10876e+06,0.115488,0.70713,0.144967,0.0816653
6.10876e+06,0.991407,0.0285594,1,3,0,-6.10876e+06,0.115477,0.707133,0.144946,0.0816579
6.10876e+06,0.999236,0.0285594,5,47,0,-6.10876e+06,0.115493,0.706713,0.145095,0.0816206
6.10876e+06,0.972847,0.0285594,5,63,0,-6.10876e+06,0.115488,0.706618,0.145041,0.0816059
6.10876e+06,0.943201,0.0285594,5,59,0,-6.10876e+06,0.115468,0.707227,0.148067,0.0816622
6.10876e+06,0.989092,0.0285594,5,47,0,-6.10876e+06,0.115475,0.707086,0.14839,0.0816508
6.10876e+06,0.892903,0.0285594,6,63,0,-6.10876e+06,0.115473,0.707172,0.143435,0.0816594
6.10876e+06,0.96064,0.0285594,2,3,0,-6.10876e+06,0.115483,0.707167,0.143431,0.0816656
6.10876e+06,0.999965,0.0285594,6,63,0,-6.10876e+06,0.115535,0.705895,0.145064,0.0815554
6.10876e+06,0.99999,0.0285594,6,111,0,-6.10876e+06,0.115431,0.708009,0.148464,0.081726
6.10876e+06,0.959151,0.0285594,6,71,0,-6.10876e+06,0.11546,0.707453,0.151612,0.0816823
6.10876e+06,0.901914,0.0285594,6,111,0,-6.10876e+06,0.115459,0.707096,0.146499,0.0816403
6.10876e+06,0.950723,0.0285594,5,55,0,-6.10876e+06,0.115461,0.707009,0.145786,0.0816323
6.10876e+06,0.998152,0.0285594,6,115,0,-6.10876e+06,0.115577,0.705252,0.138789,0.0815111
6.10876e+06,0.993243,0.0285594,6,63,0,-6.10876e+06,0.11553,0.706085,0.142914,0.0815742
6.10876e+06,0.967058,0.0285594,5,35,0,-6.10876e+06,0.115513,0.706231,0.14117,0.0815792
6.10876e+06,0.962897,0.0285594,6,127,0,-6.10876e+06,0.115493,0.706492,0.14555,0.0815951
6.10876e+06,0.980639,0.0285594,5,55,0,-6.10876e+06,0.115501,0.706479,0.146614,0.0815992
6.10876e+06,0.977416,0.0285594,4,19,0,-6.10876e+06,0.115506,0.706521,0.146462,0.0816074
6.10876e+06,0.948575,0.0285594,4,31,0,-6.10876e+06,0.115491,0.707049,0.145783,0.081658
6.10876e+06,0.971578,0.0285594,4,27,0,-6.10876e+06,0.115495,0.706706,0.146259,0.0816208
6.10876e+06,0.999842,0.0285594,5,31,0,-6.10876e+06,0.115502,0.706429,0.146949,0.0815939
6.10876e+06,0.989852,0.0285594,5,43,0,-6.10876e+06,0.115479,0.706942,0.14544,0.081637
6.10876e+06,0.995608,0.0285594,6,95,0,-6.10876e+06,0.115467,0.707124,0.147579,0.0816495
6.10876e+06,0.961455,0.0285594,2,7,0,-6.10876e+06,0.115482,0.707114,0.147616,0.0816592
6.10876e+06,0.64081,0.0285594,2,7,0,-6.10876e+06,0.115504,0.707107,0.147567,0.0816734
6.10876e+06,1,0.0285594,6,75,0,-6.10876e+06,0.11546,0.706773,0.145222,0.0816043
6.10876e+06,0.995698,0.0285594,2,7,0,-6.10876e+06,0.115492,0.706801,0.145093,0.0816299
6.10876e+06,0.7818,0.0285594,5,39,0,-6.10876e+06,0.115454,0.707011,0.145851,0.0816272
